sequenceID	sequence_length	locus_name	genus	stem	locus_numeric_id	duplicate_id	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end
EFV-PL2.3.54-Lasioglossum_albipes	183	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	54	Lasioglossum_albipes	low_coverage	ASM34657v1	GCA_000346575.1_ASM34657v1_genomic.fna	KB641283.1	+	430729	430911
EFV-PL2.3.147-Lasioglossum_albipes	747	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	147	Lasioglossum_albipes	low_coverage	ASM34657v1	GCA_000346575.1_ASM34657v1_genomic.fna	KB639126.1	+	54847	55593
EFV-PL2.3.202-Lasioglossum_albipes	576	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	202	Lasioglossum_albipes	low_coverage	ASM34657v1	GCA_000346575.1_ASM34657v1_genomic.fna	KB641373.1	-	445	1020
EFV-PL2.3.203-Lasioglossum_albipes	576	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	203	Lasioglossum_albipes	low_coverage	ASM34657v1	GCA_000346575.1_ASM34657v1_genomic.fna	KB640114.1	+	14000	14575
EFV-PL2.3.253-Lasioglossum_albipes	1019	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	253	Lasioglossum_albipes	low_coverage	ASM34657v1	GCA_000346575.1_ASM34657v1_genomic.fna	KB639126.1	+	27398	28416
EFV-PL2.3.254-Lasioglossum_albipes	5097	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	254	Lasioglossum_albipes	low_coverage	ASM34657v1	GCA_000346575.1_ASM34657v1_genomic.fna	KB640877.1	-	76903	81999
EFV-PL2.3.1-Megachile_rotundata	2189	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	1	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080474|ref|NW_003797246.1|	-	118872	121060
EFV-PL2.3.2-Megachile_rotundata	1414	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	2	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080150|ref|NW_003797570.1|	+	46464	47877
EFV-PL2.3.3-Megachile_rotundata	3975	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	3	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080609|ref|NW_003797111.1|	-	67412	71386
EFV-PL2.3.4-Megachile_rotundata	13933	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	4	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383079799|ref|NW_003797921.1|	+	3441	17373
EFV-PL2.3.5-Megachile_rotundata	6810	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	5	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080599|ref|NW_003797121.1|	+	20669	27478
EFV-PL2.3.6-Megachile_rotundata	5824	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	6	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080209|ref|NW_003797511.1|	-	421737	427560
EFV-PL2.3.9-Megachile_rotundata	6307	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	9	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080136|ref|NW_003797584.1|	-	8584	14890
EFV-PL2.3.12-Megachile_rotundata	1062	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	12	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080230|ref|NW_003797490.1|	-	10066	11127
EFV-PL2.3.13-Megachile_rotundata	3121	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	13	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080073|ref|NW_003797647.1|	-	50884	54004
EFV-PL2.3.14-Megachile_rotundata	921	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	14	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080482|ref|NW_003797238.1|	-	319277	320197
EFV-PL2.3.16-Megachile_rotundata	765	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	16	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080531|ref|NW_003797189.1|	-	124287	125051
EFV-PL2.3.48-Megachile_rotundata	9714	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	48	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080175|ref|NW_003797545.1|	-	58856	68569
EFV-PL2.3.49-Megachile_rotundata	5897	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	49	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080432|ref|NW_003797288.1|	+	39710	45606
EFV-PL2.3.55-Megachile_rotundata	2190	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	55	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080448|ref|NW_003797272.1|	+	83178	85367
EFV-PL2.3.56-Megachile_rotundata	4248	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	56	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383079472|ref|NW_003798129.1|	+	49028	53275
EFV-PL2.3.57-Megachile_rotundata	918	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	57	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383061926|ref|NW_003803131.1|	+	4	921
EFV-PL2.3.75-Megachile_rotundata	1557	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	75	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080209|ref|NW_003797511.1|	-	439045	440601
EFV-PL2.3.76-Megachile_rotundata	7425	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	76	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383079910|ref|NW_003797810.1|	-	4580	12004
EFV-PL2.3.77-Megachile_rotundata	1341	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	77	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383078751|ref|NW_003798350.1|	-	3	1343
EFV-PL2.3.84-Megachile_rotundata	1492	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	84	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080230|ref|NW_003797490.1|	-	234	1725
EFV-PL2.3.105-Megachile_rotundata	411	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	105	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080275|ref|NW_003797445.1|	+	110805	111215
EFV-PL2.3.151-Megachile_rotundata	357	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	151	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383079556|ref|NW_003798105.1|	+	79	435
EFV-PL2.3.154-Megachile_rotundata	548	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	154	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383076257|ref|NW_003799095.1|	-	161	708
EFV-PL2.3.228-Megachile_rotundata	620	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	228	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080422|ref|NW_003797298.1|	+	3077	3696
EFV-PL2.3.229-Megachile_rotundata	162	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	229	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080482|ref|NW_003797238.1|	-	330455	330616
EFV-PL2.3.247-Megachile_rotundata	7837	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	247	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383080474|ref|NW_003797246.1|	-	130490	138326
EFV-PL2.3.248-Megachile_rotundata	288	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	248	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383064719|ref|NW_003802216.1|	+	18	305
EFV-PL2.3.249-Megachile_rotundata	252	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	249	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383066446|ref|NW_003801728.1|	-	3	254
EFV-PL2.3.250-Megachile_rotundata	357	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	250	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383071635|ref|NW_003800314.1|	-	1	357
EFV-PL2.3.251-Megachile_rotundata	153	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	251	Megachile_rotundata	low_coverage	MROT_1.0	mro_ref_MROT_1.0_chrUn.fa	gi|383071633|ref|NW_003800315.1|	-	191	343
EFV-PL2.3.7-Nomia_melanderi	4895	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	7	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01050064.1	-	2639	7533
EFV-PL2.3.18-Nomia_melanderi	718	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	18	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01085978.1	-	2	719
EFV-PL2.3.19-Nomia_melanderi	576	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	19	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01028602.1	-	2	577
EFV-PL2.3.20-Nomia_melanderi	570	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	20	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01028599.1	-	2	571
EFV-PL2.3.21-Nomia_melanderi	471	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	21	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01036200.1	-	2	472
EFV-PL2.3.22-Nomia_melanderi	540	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	22	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01058708.1	-	33	572
EFV-PL2.3.23-Nomia_melanderi	539	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	23	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01058706.1	-	33	571
EFV-PL2.3.24-Nomia_melanderi	318	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	24	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01092706.1	-	2	319
EFV-PL2.3.25-Nomia_melanderi	294	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	25	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01075133.1	-	2	295
EFV-PL2.3.26-Nomia_melanderi	318	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	26	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01037586.1	-	2	319
EFV-PL2.3.27-Nomia_melanderi	300	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	27	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01033936.1	-	2	301
EFV-PL2.3.28-Nomia_melanderi	411	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	28	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01015499.1	-	1	411
EFV-PL2.3.29-Nomia_melanderi	255	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	29	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01016021.1	-	3	257
EFV-PL2.3.30-Nomia_melanderi	450	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	30	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01084028.1	-	2	451
EFV-PL2.3.31-Nomia_melanderi	258	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	31	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01033935.1	-	2	259
EFV-PL2.3.32-Nomia_melanderi	450	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	32	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01034394.1	-	2	451
EFV-PL2.3.33-Nomia_melanderi	249	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	33	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01075132.1	-	2	250
EFV-PL2.3.34-Nomia_melanderi	393	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	34	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01091755.1	-	3	395
EFV-PL2.3.35-Nomia_melanderi	416	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	35	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01074717.1	-	6	421
EFV-PL2.3.36-Nomia_melanderi	450	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	36	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01092516.1	-	2	451
EFV-PL2.3.37-Nomia_melanderi	333	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	37	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01093916.1	-	1	333
EFV-PL2.3.38-Nomia_melanderi	231	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	38	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01035729.1	-	1	231
EFV-PL2.3.39-Nomia_melanderi	231	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	39	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01035730.1	-	1	231
EFV-PL2.3.41-Nomia_melanderi	351	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	41	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01018078.1	-	1	351
EFV-PL2.3.42-Nomia_melanderi	351	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	42	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01018080.1	-	1	351
EFV-PL2.3.43-Nomia_melanderi	153	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	43	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01092169.1	-	128	280
EFV-PL2.3.44-Nomia_melanderi	252	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	44	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01072449.1	-	50	301
EFV-PL2.3.45-Nomia_melanderi	213	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	45	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01084029.1	-	2	214
EFV-PL2.3.96-Nomia_melanderi	548	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	96	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01061581.1	-	1	548
EFV-PL2.3.98-Nomia_melanderi	811	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	98	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01004661.1	+	202746	203556
EFV-PL2.3.114-Nomia_melanderi	330	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	114	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01045941.1	-	3	332
EFV-PL2.3.128-Nomia_melanderi	297	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	128	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01088360.1	-	1	297
EFV-PL2.3.130-Nomia_melanderi	411	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	130	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01091197.1	-	2	412
EFV-PL2.3.131-Nomia_melanderi	411	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	131	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01013577.1	-	2	412
EFV-PL2.3.135-Nomia_melanderi	255	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	135	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01045940.1	-	3	257
EFV-PL2.3.138-Nomia_melanderi	297	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	138	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01016959.1	-	2	298
EFV-PL2.3.146-Nomia_melanderi	294	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	146	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01016177.1	-	8	301
EFV-PL2.3.149-Nomia_melanderi	222	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	149	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01088361.1	-	1	222
EFV-PL2.3.150-Nomia_melanderi	255	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	150	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01091174.1	-	9	263
EFV-PL2.3.152-Nomia_melanderi	516	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	152	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01091564.1	-	2	517
EFV-PL2.3.157-Nomia_melanderi	285	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	157	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01093040.1	-	7	291
EFV-PL2.3.159-Nomia_melanderi	285	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	159	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01065152.1	-	9	293
EFV-PL2.3.160-Nomia_melanderi	285	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	160	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01065153.1	-	9	293
EFV-PL2.3.161-Nomia_melanderi	222	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	161	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01028072.1	-	3	224
EFV-PL2.3.162-Nomia_melanderi	249	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	162	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01016176.1	-	8	256
EFV-PL2.3.163-Nomia_melanderi	177	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	163	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01091118.1	-	76	252
EFV-PL2.3.222-Nomia_melanderi	453	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	222	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01093438.1	-	2	454
EFV-PL2.3.223-Nomia_melanderi	384	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	223	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01092441.1	-	1	384
EFV-PL2.3.224-Nomia_melanderi	384	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	224	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01033365.1	-	1	384
EFV-PL2.3.237-Nomia_melanderi	297	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	237	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01048206.1	-	3	299
EFV-PL2.3.238-Nomia_melanderi	297	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	238	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01093320.1	-	3	299
EFV-PL2.3.239-Nomia_melanderi	216	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	239	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01093291.1	-	27	242
EFV-PL2.3.240-Nomia_melanderi	306	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	240	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01092580.1	-	8	313
EFV-PL2.3.257-Nomia_melanderi	2653	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	257	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01000573.1	-	4809615	4812267
EFV-PL2.3.258-Nomia_melanderi	3055	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	258	Nomia_melanderi	low_coverage	GCA_003710045	GCA_003710045.1_USU_Nmel_1.2_genomic.fna	REGV01000573.1	-	4789683	4792737
EFV-PL2.3.83-Osmia_bicornis_bicornis	4823	EFV-PL2.3-Apoidae	PL2	EFV-PL2	3	83	Osmia_bicornis_bicornis	low_coverage	Obicornis_v3	GCA_004153925.1_Obicornis_v3_genomic.fna	MPJT01000491.1	-	16257	21079
EFV-PL2.4.2-Andricus_curvator	1842	EFV-PL2.4-Andricus	PL2	EFV-PL2	4	2	Andricus_curvator	low_coverage	Andcurv	GCA_900474205.1_Andcurv_genomic.fna	UWUC012241304.1	+	1185	3026
EFV-PL2.4.2-Andricus_curvator	6440	EFV-PL2.4-Andricus	PL2	EFV-PL2	4	3	Andricus_curvator	low_coverage	Andcurv	GCA_900474205.1_Andcurv_genomic.fna	UWUC012385754.1	+	220	6659
EFV-PL2.4.1-Andricus_quercusramuli	7927	EFV-PL2.4-Andricus	PL2	EFV-PL2	4	1	Andricus_quercusramuli	low_coverage	Andqra	GCA_900474265.1_Andqra_genomic.fna	UWUE012530407.1	+	71	7997
EFV-PL2.4.1-Andricus_quercusramuli	1062	EFV-PL2.4-Andricus	PL2	EFV-PL2	4	1	Andricus_quercusramuli	low_coverage	Andqra	GCA_900474265.1_Andqra_genomic.fna	UWUE012419155.1	-	45	1106
EFV-PL2.5.1-Anoplophora_glabripennis	351	EFV-PL2.5-AnoGla	PL2	EFV-PL2	5	1	Anoplophora_glabripennis	low_coverage	Agla_1.0	GCA_000390285.1_Agla_1.0_genomic.fna	KB933796.1	+	242392	242742
EFV-PL2.6.1-Xenocatantops_brachycerus	16813	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	1	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01001798.1	-	488	17300
EFV-PL2.6.2-Xenocatantops_brachycerus	7017	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	2	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01020321.1	-	489	7505
EFV-PL2.6.3-Xenocatantops_brachycerus	6021	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	3	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01039133.1	-	492	6512
EFV-PL2.6.4-Xenocatantops_brachycerus	1479	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	4	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01039142.1	-	13	1491
EFV-PL2.6.5-Xenocatantops_brachycerus	1107	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	5	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01039583.1	-	24	1130
EFV-PL2.6.6-Xenocatantops_brachycerus	999	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	6	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01031643.1	+	24	1022
EFV-PL2.6.7-Xenocatantops_brachycerus	666	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	7	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01039134.1	-	8	673
EFV-PL2.6.8-Xenocatantops_brachycerus	711	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	8	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01027522.1	-	2	712
EFV-PL2.6.9-Xenocatantops_brachycerus	684	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	9	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01039197.1	+	910	1593
EFV-PL2.6.10-Xenocatantops_brachycerus	513	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	10	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01027479.1	+	1	513
EFV-PL2.6.11-Xenocatantops_brachycerus	480	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	11	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01001800.1	+	2343	2822
EFV-PL2.6.12-Xenocatantops_brachycerus	480	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	12	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01001802.1	-	173	652
EFV-PL2.6.13-Xenocatantops_brachycerus	492	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	13	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01001799.1	+	2343	2834
