sequenceID	sublineage	subfamily	sublineage	genus	clade	name	full_name	class	integration	fragment	duplicate	organism	scaffold	start	end	length	orientation
MetRot_31_NW_003799095	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	MetRot	MetRot_31_NW_003799095	EFV	3	31	1	Megachile_rotundata	NW_003799095	161	708	548	negative
MetRot_28_NW_003800314	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	MetRot	MetRot_28_NW_003800314	EFV	3	28	1	Megachile_rotundata	NW_003800314	1	357	357	negative
MetRot_36_NW_003800315	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	MetRot	MetRot_36_NW_003800315	EFV	3	36	1	Megachile_rotundata	NW_003800315	191	343	153	negative
MetRot_33_NW_003801728	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	MetRot	MetRot_33_NW_003801728	EFV	3	33	1	Megachile_rotundata	NW_003801728	3	254	252	negative
MetRot_30_NW_003802216	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	MetRot	MetRot_30_NW_003802216	EFV	3	30	1	Megachile_rotundata	NW_003802216	18	305	288	positive
MetRot_22_NW_003803131	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	MetRot	MetRot_22_NW_003803131	EFV	3	22	1	Megachile_rotundata	NW_003803131	4	921	918	positive
NomMel_109_REGV01000573	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_109	NomMel_109_REGV01000573	EFV	3	109	1	Nomia_melanderi	REGV01000573.1	4789683	4789934	252	negative
NomMel_114_REGV01000573	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_114	NomMel_114_REGV01000573	EFV	3	114	1	Nomia_melanderi	REGV01000573.1	4792039	4792737	699	negative
NomMel_71_REGV01000573	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_71	NomMel_71_REGV01000573	EFV	3	71	1	Nomia_melanderi	REGV01000573.1	4809615	4809860	246	negative
NomMel_120_REGV01000573	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_120	NomMel_120_REGV01000573	EFV	3	120	1	Nomia_melanderi	REGV01000573.1	4811830	4812267	438	negative
NomMel_121_REGV01004661	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_121	NomMel_121_REGV01004661	EFV	3	121	1	Nomia_melanderi	REGV01004661.1	202746	203556	811	positive
NomMel_73_REGV01013577	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_73	NomMel_73_REGV01013577	EFV	3	73	1	Nomia_melanderi	REGV01013577.1	2	412	411	negative
NomMel_91_REGV01015499	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_91	NomMel_91_REGV01015499	EFV	3	91	1	Nomia_melanderi	REGV01015499.1	1	411	411	negative
NomMel_106_REGV01016021	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_106	NomMel_106_REGV01016021	EFV	3	106	1	Nomia_melanderi	REGV01016021.1	3	257	255	negative
NomMel_79_REGV01016176	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_79	NomMel_79_REGV01016176	EFV	3	79	1	Nomia_melanderi	REGV01016176.1	8	256	249	negative
NomMel_82_REGV01016177	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_82	NomMel_82_REGV01016177	EFV	3	82	1	Nomia_melanderi	REGV01016177.1	8	301	294	negative
NomMel_81_REGV01016959	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_81	NomMel_81_REGV01016959	EFV	3	81	1	Nomia_melanderi	REGV01016959.1	2	298	297	negative
NomMel_117_REGV01018078	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_117	NomMel_117_REGV01018078	EFV	3	117	1	Nomia_melanderi	REGV01018078.1	1	351	351	negative
NomMel_118_REGV01018080	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_118	NomMel_118_REGV01018080	EFV	3	118	1	Nomia_melanderi	REGV01018080.1	1	351	351	negative
NomMel_78_REGV01028072	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_78	NomMel_78_REGV01028072	EFV	3	78	1	Nomia_melanderi	REGV01028072.1	3	224	222	negative
NomMel_102_REGV01028599	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_102	NomMel_102_REGV01028599	EFV	3	102	1	Nomia_melanderi	REGV01028599.1	2	571	570	negative
NomMel_100_REGV01028602	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_100	NomMel_100_REGV01028602	EFV	3	100	1	Nomia_melanderi	REGV01028602.1	2	577	576	negative
NomMel_76_REGV01033365	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_76	NomMel_76_REGV01033365	EFV	3	76	1	Nomia_melanderi	REGV01033365.1	1	384	384	negative
NomMel_107_REGV01033935	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_107	NomMel_107_REGV01033935	EFV	3	107	1	Nomia_melanderi	REGV01033935.1	2	259	258	negative
NomMel_105_REGV01033936	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_105	NomMel_105_REGV01033936	EFV	3	105	1	Nomia_melanderi	REGV01033936.1	2	301	300	negative
NomMel_65_REGV01034394	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_65	NomMel_65_REGV01034394	EFV	3	65	1	Nomia_melanderi	REGV01034394.1	2	451	450	negative
NomMel_112_REGV01035729	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_112	NomMel_112_REGV01035729	EFV	3	112	1	Nomia_melanderi	REGV01035729.1	1	231	231	negative
NomMel_113_REGV01035730	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_113	NomMel_113_REGV01035730	EFV	3	113	1	Nomia_melanderi	REGV01035730.1	1	231	231	negative
NomMel_68_REGV01036200	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_68	NomMel_68_REGV01036200	EFV	3	68	1	Nomia_melanderi	REGV01036200.1	2	472	471	negative
NomMel_111_REGV01037586	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_111	NomMel_111_REGV01037586	EFV	3	111	1	Nomia_melanderi	REGV01037586.1	2	319	318	negative
NomMel_83_REGV01045940	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_83	NomMel_83_REGV01045940	EFV	3	83	1	Nomia_melanderi	REGV01045940.1	3	257	255	negative
NomMel_84_REGV01045941	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_84	NomMel_84_REGV01045941	EFV	3	84	1	Nomia_melanderi	REGV01045941.1	3	332	330	negative
NomMel_115_REGV01048206	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_115	NomMel_115_REGV01048206	EFV	3	115	1	Nomia_melanderi	REGV01048206.1	3	299	297	negative
NomMel_104_REGV01050064	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_104	NomMel_104_REGV01050064	EFV	3	104	1	Nomia_melanderi	REGV01050064.1	2639	7533	4895	negative
NomMel_97_REGV01058706	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_97	NomMel_97_REGV01058706	EFV	3	97	1	Nomia_melanderi	REGV01058706.1	33	571	539	negative
NomMel_92_REGV01058708	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_92	NomMel_92_REGV01058708	EFV	3	92	1	Nomia_melanderi	REGV01058708.1	33	572	540	negative
NomMel_103_REGV01061581	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_103	NomMel_103_REGV01061581	EFV	3	103	1	Nomia_melanderi	REGV01061581.1	1	548	548	negative
NomMel_93_REGV01065152	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_93	NomMel_93_REGV01065152	EFV	3	93	1	Nomia_melanderi	REGV01065152.1	9	293	285	negative
NomMel_94_REGV01065153	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_94	NomMel_94_REGV01065153	EFV	3	94	1	Nomia_melanderi	REGV01065153.1	9	293	285	negative
NomMel_89_REGV01072449	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_89	NomMel_89_REGV01072449	EFV	3	89	1	Nomia_melanderi	REGV01072449.1	50	301	252	negative
NomMel_67_REGV01074717	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_67	NomMel_67_REGV01074717	EFV	3	67	1	Nomia_melanderi	REGV01074717.1	6	421	416	negative
NomMel_70_REGV01075132	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_70	NomMel_70_REGV01075132	EFV	3	70	1	Nomia_melanderi	REGV01075132.1	2	250	249	negative
NomMel_69_REGV01075133	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_69	NomMel_69_REGV01075133	EFV	3	69	1	Nomia_melanderi	REGV01075133.1	2	295	294	negative
NomMel_85_REGV01084028	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_85	NomMel_85_REGV01084028	EFV	3	85	1	Nomia_melanderi	REGV01084028.1	2	451	450	negative
NomMel_90_REGV01084029	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_90	NomMel_90_REGV01084029	EFV	3	90	1	Nomia_melanderi	REGV01084029.1	2	214	213	negative
NomMel_101_REGV01085978	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_101	NomMel_101_REGV01085978	EFV	3	101	1	Nomia_melanderi	REGV01085978.1	2	719	718	negative
NomMel_80_REGV01088360	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_80	NomMel_80_REGV01088360	EFV	3	80	1	Nomia_melanderi	REGV01088360.1	1	297	297	negative
NomMel_87_REGV01088361	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_87	NomMel_87_REGV01088361	EFV	3	87	1	Nomia_melanderi	REGV01088361.1	1	222	222	negative
NomMel_108_REGV01091118	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_108	NomMel_108_REGV01091118	EFV	3	108	1	Nomia_melanderi	REGV01091118.1	76	252	177	negative
NomMel_72_REGV01091174	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_72	NomMel_72_REGV01091174	EFV	3	72	1	Nomia_melanderi	REGV01091174.1	9	263	255	negative
NomMel_74_REGV01091197	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_74	NomMel_74_REGV01091197	EFV	3	74	1	Nomia_melanderi	REGV01091197.1	2	412	411	negative
NomMel_96_REGV01091564	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_96	NomMel_96_REGV01091564	EFV	3	96	1	Nomia_melanderi	REGV01091564.1	2	517	516	negative
NomMel_88_REGV01091755	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_88	NomMel_88_REGV01091755	EFV	3	88	1	Nomia_melanderi	REGV01091755.1	3	395	393	negative
NomMel_119_REGV01092169	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_119	NomMel_119_REGV01092169	EFV	3	119	1	Nomia_melanderi	REGV01092169.1	128	280	153	negative
NomMel_77_REGV01092441	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_77	NomMel_77_REGV01092441	EFV	3	77	1	Nomia_melanderi	REGV01092441.1	1	384	384	negative
NomMel_66_REGV01092516	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_66	NomMel_66_REGV01092516	EFV	3	66	1	Nomia_melanderi	REGV01092516.1	2	451	450	negative
NomMel_98_REGV01092580	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_98	NomMel_98_REGV01092580	EFV	3	98	1	Nomia_melanderi	REGV01092580.1	8	313	306	negative
NomMel_110_REGV01092706	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_110	NomMel_110_REGV01092706	EFV	3	110	1	Nomia_melanderi	REGV01092706.1	2	319	318	negative
NomMel_95_REGV01093040	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_95	NomMel_95_REGV01093040	EFV	3	95	1	Nomia_melanderi	REGV01093040.1	7	291	285	negative
NomMel_99_REGV01093291	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_99	NomMel_99_REGV01093291	EFV	3	99	1	Nomia_melanderi	REGV01093291.1	27	242	216	negative
NomMel_116_REGV01093320	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_116	NomMel_116_REGV01093320	EFV	3	116	1	Nomia_melanderi	REGV01093320.1	3	299	297	negative
NomMel_75_REGV01093438	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_75	NomMel_75_REGV01093438	EFV	3	75	1	Nomia_melanderi	REGV01093438.1	2	454	453	negative
NomMel_86_REGV01093916	Ceratina-Pestinsect-EFV	FlaviPesti	Pesti-like	PL2	Bee	NomMel_86	NomMel_86_REGV01093916	EFV	3	86	1	Nomia_melanderi	REGV01093916.1	1	333	333	negative
OsmBic_1_MPJT01000491	FlaviPesti	FlaviPesti	Pesti-like	PL2	Bee	OsmBic_1	OsmBic_1_MPJT01000491	EFV	3	1	1	Osmia_bicornis_bicornis	MPJT01000491.1	16257	17396	1140	negative
OsmBic_2_MPJT01000491	FlaviPesti	FlaviPesti	Pesti-like	PL2	Bee	OsmBic_2	OsmBic_2_MPJT01000491	EFV	3	2	1	Osmia_bicornis_bicornis	MPJT01000491.1	19495	21079	1585	negative
EFV-Pestinsect.4.1.1-Andricus_cur	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.4.1.1	EFV-Pestinsect.4.1.1-Andricus_cur	EFV	4	1	1	Andricus curvator	NULL	0	0	0	NULL
EFV-Pestinsect.4.1.1-Andricus_que	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.4.1.1	EFV-Pestinsect.4.1.1-Andricus_que	EFV	4	1	1	Andricus quercusramuli	NULL	0	0	0	NULL
EFV-Pestinsect.4.1.2-Andricus_que	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.4.1.2	EFV-Pestinsect.4.1.2-Andricus_que	EFV	4	1	2	Andricus quercusramuli	NULL	0	0	0	NULL
EFV-Pestinsect.5.1.1-Anoplophora	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.5.1.1	EFV-Pestinsect.5.1.1-Anoplophora	EFV	5	1	1	Anoplophora_glabripennis	KB933796.1	242392	242742	351	positive
EFV-Pestinsect.1.1.3-Calycopis	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.1.1.3	EFV-Pestinsect.1.1.3-Calycopis	EFV	1	3	1	Calycopis_cecrops	LUGF01005621.1	81384	81909	525	positive
EFV-Pestinsect.1.1.1-Calycopis	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.1.1.1	EFV-Pestinsect.1.1.1-Calycopis	EFV	1	1	1	Calycopis_cecrops	LUGF01005621.1	81912	82433	521	positive
EFV-Pestinsect.1.1.4-Calycopis	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.1.1.4	EFV-Pestinsect.1.1.4-Calycopis	EFV	1	4	1	Calycopis_cecrops	LUGF01006995.1	11590	11976	386	negative
EFV-Pestinsect.1.1.2-Calycopis	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.1.1.2	EFV-Pestinsect.1.1.2-Calycopis	EFV	1	2	1	Calycopis_cecrops	LUGF01022944.1	133	1668	1535	positive
EFV-Pestinsect.2.1.2-Euschistus	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.2.1.2	EFV-Pestinsect.2.1.2-Euschistus	EFV	2	1	2	Euschistus_heros	RCWM01000197.1	413514	416204	2691	negative
EFV-Pestinsect.2.1.1-Euschistus	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.2.1.1	EFV-Pestinsect.2.1.1-Euschistus	EFV	2	1	1	Euschistus_heros	RCWM01000536.1	8707	10181	1475	positive
EFV-Pestinsect.7.1.1-Operophtera	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.7.1.1	EFV-Pestinsect.7.1.1-Operophtera	EFV	7	1	1	Operophtera brumata	NULL	0	0	0	NULL
EFV-Pestinsect.7.2.1-Operophtera	FlaviPesti	FlaviPesti	Pesti-like	PL2		Pestinsect.7.2.1	EFV-Pestinsect.7.2.1-Operophtera	EFV	7	2	1	Operophtera brumata	NULL	0	0	0	NULL
XenBra_1_OFSG01001798	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_1	XenBra_1_OFSG01001798	EFV	5	1	1	Xenocatantops_brachycerus	OFSG01001798.1	488	9202	8715	negative
XenBra_4_OFSG01001798	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_4	XenBra_4_OFSG01001798	EFV	5	4	1	Xenocatantops_brachycerus	OFSG01001798.1	13353	17300	3948	negative
XenBra_16_OFSG01001799	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_16	XenBra_16_OFSG01001799	EFV	5	16	1	Xenocatantops_brachycerus	OFSG01001799.1	2343	2834	492	positive
XenBra_14_OFSG01001800	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_14	XenBra_14_OFSG01001800	EFV	5	14	1	Xenocatantops_brachycerus	OFSG01001800.1	2343	2822	480	positive
XenBra_15_OFSG01001802	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_15	XenBra_15_OFSG01001802	EFV	5	15	1	Xenocatantops_brachycerus	OFSG01001802.1	173	652	480	negative
XenBra_3_OFSG01020321	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_3	XenBra_3_OFSG01020321	EFV	5	3	1	Xenocatantops_brachycerus	OFSG01020321.1	489	7505	7017	negative
XenBra_9_OFSG01027479	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_9	XenBra_9_OFSG01027479	EFV	5	9	1	Xenocatantops_brachycerus	OFSG01027479.1	1	513	513	positive
XenBra_11_OFSG01027522	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_11	XenBra_11_OFSG01027522	EFV	5	11	1	Xenocatantops_brachycerus	OFSG01027522.1	2	712	711	negative
XenBra_6_OFSG01031643	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_6	XenBra_6_OFSG01031643	EFV	5	6	1	Xenocatantops_brachycerus	OFSG01031643.1	24	1022	999	positive
XenBra_2_OFSG01039133	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_2	XenBra_2_OFSG01039133	EFV	5	2	1	Xenocatantops_brachycerus	OFSG01039133.1	492	6512	6021	negative
XenBra_10_OFSG01039134	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_10	XenBra_10_OFSG01039134	EFV	5	10	1	Xenocatantops_brachycerus	OFSG01039134.1	8	673	666	negative
XenBra_13_OFSG01039141	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_13	XenBra_13_OFSG01039141	EFV	5	13	1	Xenocatantops_brachycerus	OFSG01039141.1	6	227	222	negative
XenBra_5_OFSG01039142	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_5	XenBra_5_OFSG01039142	EFV	5	5	1	Xenocatantops_brachycerus	OFSG01039142.1	13	1491	1479	negative
XenBra_12_OFSG01039197	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_12	XenBra_12_OFSG01039197	EFV	5	12	1	Xenocatantops_brachycerus	OFSG01039197.1	910	1593	684	positive
XenBra_7_OFSG01039583	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_7	XenBra_7_OFSG01039583	EFV	5	7	1	Xenocatantops_brachycerus	OFSG01039583.1	24	1130	1107	negative
XenBra_8_OFSG01040772	FlaviPesti	FlaviPesti	Pesti-like	PL2	Grasshopper	XenBra_8	XenBra_8_OFSG01040772	EFV	5	8	1	Xenocatantops_brachycerus	OFSG01040772.1	1	273	273	negative
