sequenceID	name	full_name	class	integration	fragment	duplicate	organism	scaffold	start	end	length	orientation	sublineage	subfamily	genus	clade
CerCal_16_LSNX01017523	CerCal_16	CerCal_16_LSNX01017523	EFV	3	16	1	Ceratina_calcarata	LSNX01007571.1	3881	5041	1161	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_54_LSNX01041523	CerCal_54	CerCal_54_LSNX01041523	EFV	3	54	1	Ceratina_calcarata	LSNX01007748.1	62	367	306	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_41_LSNX01048950	CerCal_41	CerCal_41_LSNX01048950	EFV	3	41	1	Ceratina_calcarata	LSNX01008620.1	2	355	354	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_30_LSNX01010817	CerCal_30	CerCal_30_LSNX01010817	EFV	3	30	1	Ceratina_calcarata	LSNX01008973.1	1	351	351	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_49_LSNX01042023	CerCal_49	CerCal_49_LSNX01042023	EFV	3	49	1	Ceratina_calcarata	LSNX01009221.1	2	349	348	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_48_LSNX01026740	CerCal_48	CerCal_48_LSNX01026740	EFV	3	48	1	Ceratina_calcarata	LSNX01009627.1	2	328	327	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_65_LSNX01027129	CerCal_65	CerCal_65_LSNX01027129	EFV	3	65	1	Ceratina_calcarata	LSNX01010037.1	4	342	339	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_66_LSNX01004551	CerCal_66	CerCal_66_LSNX01004551	EFV	3	66	1	Ceratina_calcarata	LSNX01010817.1	48	332	285	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_13_LSNX01003467	CerCal_13	CerCal_13_LSNX01003467	EFV	3	13	1	Ceratina_calcarata	LSNX01011448.1	1757	3355	1599	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_8_LSNX01005180	CerCal_8	CerCal_8_LSNX01005180	EFV	3	8	1	Ceratina_calcarata	LSNX01011448.1	5463	7913	2451	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_33_LSNX01023177	CerCal_33	CerCal_33_LSNX01023177	EFV	3	33	1	Ceratina_calcarata	LSNX01012448.1	2	319	318	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_43_LSNX01048978	CerCal_43	CerCal_43_LSNX01048978	EFV	3	43	1	Ceratina_calcarata	LSNX01013676.1	1	309	309	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_39_LSNX01049465	CerCal_39	CerCal_39_LSNX01049465	EFV	3	39	1	Ceratina_calcarata	LSNX01015099.1	3	296	294	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_59_LSNX01029617	CerCal_59	CerCal_59_LSNX01029617	EFV	3	59	1	Ceratina_calcarata	LSNX01015710.1	2	292	291	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_77_LSNX01022624	CerCal_77	CerCal_77_LSNX01022624	EFV	3	77	1	Ceratina_calcarata	LSNX01016155.1	8	289	282	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_55_LSNX01010037	CerCal_55	CerCal_55_LSNX01010037	EFV	3	55	1	Ceratina_calcarata	LSNX01017109.1	3	281	279	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_37_LSNX01019655	CerCal_37	CerCal_37_LSNX01019655	EFV	3	37	1	Ceratina_calcarata	LSNX01017523.1	3	281	279	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_60_LSNX01015710	CerCal_60	CerCal_60_LSNX01015710	EFV	3	60	1	Ceratina_calcarata	LSNX01017576.1	2	280	279	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_61_LSNX01035444	CerCal_61	CerCal_61_LSNX01035444	EFV	3	61	1	Ceratina_calcarata	LSNX01017633.1	2	280	279	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_80_LSNX01019418	CerCal_80	CerCal_80_LSNX01019418	EFV	3	80	1	Ceratina_calcarata	LSNX01018195.1	2	277	276	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_44_LSNX01001307	CerCal_44	CerCal_44_LSNX01001307	EFV	3	44	1	Ceratina_calcarata	LSNX01019418.1	2	271	270	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_46_LSNX01044617	CerCal_46	CerCal_46_LSNX01044617	EFV	3	46	1	Ceratina_calcarata	LSNX01019655.1	2	271	270	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_71_LSNX01008620	CerCal_71	CerCal_71_LSNX01008620	EFV	3	71	1	Ceratina_calcarata	LSNX01019724.1	2	268	267	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_62_LSNX01030536	CerCal_62	CerCal_62_LSNX01030536	EFV	3	62	1	Ceratina_calcarata	LSNX01021754.1	3	260	258	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_7_LSNX01000419	CerCal_7	CerCal_7_LSNX01000419	EFV	3	7	1	Ceratina_calcarata	LSNX01022530.1	1058	3373	2316	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_75_LSNX01007166	CerCal_75	CerCal_75_LSNX01007166	EFV	3	75	1	Ceratina_calcarata	LSNX01022624.1	1	255	255	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_56_LSNX01035027	CerCal_56	CerCal_56_LSNX01035027	EFV	3	56	1	Ceratina_calcarata	LSNX01022802.1	2	253	252	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_83_LSNX01047144	CerCal_83	CerCal_83_LSNX01047144	EFV	3	83	1	Ceratina_calcarata	LSNX01023177.1	61	255	195	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_68_LSNX01022530	CerCal_68	CerCal_68_LSNX01022530	EFV	3	68	1	Ceratina_calcarata	LSNX01023980.1	2	250	249	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_76_LSNX01005859	CerCal_76	CerCal_76_LSNX01005859	EFV	3	76	1	Ceratina_calcarata	LSNX01026740.1	55	240	186	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_79_LSNX01042962	CerCal_79	CerCal_79_LSNX01042962	EFV	3	79	1	Ceratina_calcarata	LSNX01026984.1	1	240	240	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_72_LSNX01016155	CerCal_72	CerCal_72_LSNX01016155	EFV	3	72	1	Ceratina_calcarata	LSNX01027129.1	56	241	186	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_82_LSNX01000230	CerCal_82	CerCal_82_LSNX01000230	EFV	3	82	1	Ceratina_calcarata	LSNX01027654.1	2	172	171	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_89_LSNX01027654	CerCal_89	CerCal_89_LSNX01027654	EFV	3	89	1	Ceratina_calcarata	LSNX01027670.1	92	238	147	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_51_LSNX01031839	CerCal_51	CerCal_51_LSNX01031839	EFV	3	51	1	Ceratina_calcarata	LSNX01029144.1	3	233	231	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_52_LSNX01017576	CerCal_52	CerCal_52_LSNX01017576	EFV	3	52	1	Ceratina_calcarata	LSNX01029438.1	3	233	231	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_69_LSNX01030159	CerCal_69	CerCal_69_LSNX01030159	EFV	3	69	1	Ceratina_calcarata	LSNX01029617.1	1	231	231	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_9_LSNX01005227	CerCal_9	CerCal_9_LSNX01005227	EFV	3	9	1	Ceratina_calcarata	LSNX01030159.1	1	2334	2334	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_28_LSNX01029144	CerCal_28	CerCal_28_LSNX01029144	EFV	3	28	1	Ceratina_calcarata	LSNX01030159.1	6047	6463	417	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_85_LSNX01045745	CerCal_85	CerCal_85_LSNX01045745	EFV	3	85	1	Ceratina_calcarata	LSNX01030536.1	1	174	174	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_70_LSNX01040369	CerCal_70	CerCal_70_LSNX01040369	EFV	3	70	1	Ceratina_calcarata	LSNX01030735.1	3	230	228	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_53_LSNX01017633	CerCal_53	CerCal_53_LSNX01017633	EFV	3	53	1	Ceratina_calcarata	LSNX01031071.1	2	229	228	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_57_LSNX01009221	CerCal_57	CerCal_57_LSNX01009221	EFV	3	57	1	Ceratina_calcarata	LSNX01031839.1	2	226	225	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_50_LSNX01026984	CerCal_50	CerCal_50_LSNX01026984	EFV	3	50	1	Ceratina_calcarata	LSNX01032777.1	2	223	222	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_73_LSNX01000694	CerCal_73	CerCal_73_LSNX01000694	EFV	3	73	1	Ceratina_calcarata	LSNX01033181.1	2	223	222	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_64_LSNX01019724	CerCal_64	CerCal_64_LSNX01019724	EFV	3	64	1	Ceratina_calcarata	LSNX01034754.1	2	220	219	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_67_LSNX01006710	CerCal_67	CerCal_67_LSNX01006710	EFV	3	67	1	Ceratina_calcarata	LSNX01035027.1	1	219	219	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_84_LSNX01005386	CerCal_84	CerCal_84_LSNX01005386	EFV	3	84	1	Ceratina_calcarata	LSNX01035444.1	4	216	213	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_90_LSNX01037518	CerCal_90	CerCal_90_LSNX01037518	EFV	3	90	1	Ceratina_calcarata	LSNX01035518.1	3	104	102	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_11_LSNX01003284	CerCal_11	CerCal_11_LSNX01003284	EFV	3	11	1	Ceratina_calcarata	LSNX01035665.1	21	1823	1803	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_88_LSNX01002163	CerCal_88	CerCal_88_LSNX01002163	EFV	3	88	1	Ceratina_calcarata	LSNX01036068.1	5	106	102	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_86_LSNX01005431	CerCal_86	CerCal_86_LSNX01005431	EFV	3	86	1	Ceratina_calcarata	LSNX01037518.1	1	147	147	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_14_LSNX01012448	CerCal_14	CerCal_14_LSNX01012448	EFV	3	14	1	Ceratina_calcarata	LSNX01040369.1	4	1266	1263	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_23_LSNX01007748	CerCal_23	CerCal_23_LSNX01007748	EFV	3	23	1	Ceratina_calcarata	LSNX01041523.1	3	1191	1189	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_78_LSNX01035518	CerCal_78	CerCal_78_LSNX01035518	EFV	3	78	1	Ceratina_calcarata	LSNX01042023.1	2	205	204	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_87_LSNX01034754	CerCal_87	CerCal_87_LSNX01034754	EFV	3	87	1	Ceratina_calcarata	LSNX01042962.1	3	137	135	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_81_LSNX01049465	CerCal_81	CerCal_81_LSNX01049465	EFV	3	81	1	Ceratina_calcarata	LSNX01044617.1	3	197	195	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_74_LSNX01045588	CerCal_74	CerCal_74_LSNX01045588	EFV	3	74	1	Ceratina_calcarata	LSNX01045128.1	2	199	198	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_25_LSNX01022802	CerCal_25	CerCal_25_LSNX01022802	EFV	3	25	1	Ceratina_calcarata	LSNX01045588.1	189	710	522	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_15_LSNX01005555	CerCal_15	CerCal_15_LSNX01005555	EFV	3	15	1	Ceratina_calcarata	LSNX01045745.1	2	952	951	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_19_LSNX01006512	CerCal_19	CerCal_19_LSNX01006512	EFV	3	19	1	Ceratina_calcarata	LSNX01047144.1	10	696	687	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_1_LSNX01011448	CerCal_1	CerCal_1_LSNX01011448	EFV	3	1	1	Ceratina_calcarata	LSNX01048950.1	2693	17097	14405	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_21_LSNX01004653	CerCal_21	CerCal_21_LSNX01004653	EFV	3	21	1	Ceratina_calcarata	LSNX01048978.1	2	592	591	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_12_LSNX01008973	CerCal_12	CerCal_12_LSNX01008973	EFV	3	12	1	Ceratina_calcarata	LSNX01049465.1	583	3504	2922	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_4_LSNX01000710	CerCal_4	CerCal_4_LSNX01000710	EFV	3	4	1	Ceratina_calcarata	LSNX01049465.1	4703	11637	6935	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_38_LSNX01035665	CerCal_38	CerCal_38_LSNX01035665	EFV	3	38	1	Ceratina_calcarata	SHCU01001306.1	14225	20686	6462	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
CerCal_58_LSNX01021754	CerCal_58	CerCal_58_LSNX01021754	EFV	3	58	1	Ceratina_calcarata	SHCU01006948.1	50	1315	1266	positive	FlaviPesti	Pesti-like	Pestinsect	Bee
OsmBic_1_MPJT01000491	OsmBic_1	OsmBic_1_MPJT01000491	EFV	3	1	1	Osmia_bicornis_bicornis	MPJT01000491.1	16257	17396	1140	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
OsmBic_2_MPJT01000491	OsmBic_2	OsmBic_2_MPJT01000491	EFV	3	2	1	Osmia_bicornis_bicornis	MPJT01000491.1	19495	21079	1585	negative	FlaviPesti	Pesti-like	Pestinsect	Bee
EFV-Pestinsect.5.1.1-Anoplophora	Pestinsect.5.1.1	EFV-Pestinsect.5.1.1-Anoplophora	EFV	5	1	1	Anoplophora_glabripennis	KB933796.1	242392	242742	351	positive	FlaviPesti	Pesti-like	Pestinsect	
EFV-Pestinsect.1.1.3-Calycopis	Pestinsect.1.1.3	EFV-Pestinsect.1.1.3-Calycopis	EFV	1	3	1	Calycopis_cecrops	LUGF01005621.1	81384	81909	525	positive	FlaviPesti	Pesti-like	Pestinsect	
EFV-Pestinsect.1.1.1-Calycopis	Pestinsect.1.1.1	EFV-Pestinsect.1.1.1-Calycopis	EFV	1	1	1	Calycopis_cecrops	LUGF01005621.1	81912	82433	521	positive	FlaviPesti	Pesti-like	Pestinsect	
EFV-Pestinsect.1.1.4-Calycopis	Pestinsect.1.1.4	EFV-Pestinsect.1.1.4-Calycopis	EFV	1	4	1	Calycopis_cecrops	LUGF01006995.1	11590	11976	386	negative	FlaviPesti	Pesti-like	Pestinsect	
EFV-Pestinsect.1.1.2-Calycopis	Pestinsect.1.1.2	EFV-Pestinsect.1.1.2-Calycopis	EFV	1	2	1	Calycopis_cecrops	LUGF01022944.1	133	1668	1535	positive	FlaviPesti	Pesti-like	Pestinsect	
EFV-Pestinsect.2.1.2-Euschistus	Pestinsect.2.1.2	EFV-Pestinsect.2.1.2-Euschistus	EFV	2	1	2	Euschistus_heros	RCWM01000197.1	413514	416204	2691	negative	FlaviPesti	Pesti-like	Pestinsect	
EFV-Pestinsect.2.1.1-Euschistus	Pestinsect.2.1.1	EFV-Pestinsect.2.1.1-Euschistus	EFV	2	1	1	Euschistus_heros	RCWM01000536.1	8707	10181	1475	positive	FlaviPesti	Pesti-like	Pestinsect	
XenBra_1_OFSG01001798	XenBra_1	XenBra_1_OFSG01001798	EFV	5	1	1	Xenocatantops_brachycerus	OFSG01001798.1	488	9202	8715	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_4_OFSG01001798	XenBra_4	XenBra_4_OFSG01001798	EFV	5	4	1	Xenocatantops_brachycerus	OFSG01001798.1	13353	17300	3948	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_16_OFSG01001799	XenBra_16	XenBra_16_OFSG01001799	EFV	5	16	1	Xenocatantops_brachycerus	OFSG01001799.1	2343	2834	492	positive	FlaviPesti	Pesti-like	Pestinsect	
XenBra_14_OFSG01001800	XenBra_14	XenBra_14_OFSG01001800	EFV	5	14	1	Xenocatantops_brachycerus	OFSG01001800.1	2343	2822	480	positive	FlaviPesti	Pesti-like	Pestinsect	
XenBra_15_OFSG01001802	XenBra_15	XenBra_15_OFSG01001802	EFV	5	15	1	Xenocatantops_brachycerus	OFSG01001802.1	173	652	480	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_3_OFSG01020321	XenBra_3	XenBra_3_OFSG01020321	EFV	5	3	1	Xenocatantops_brachycerus	OFSG01020321.1	489	7505	7017	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_9_OFSG01027479	XenBra_9	XenBra_9_OFSG01027479	EFV	5	9	1	Xenocatantops_brachycerus	OFSG01027479.1	1	513	513	positive	FlaviPesti	Pesti-like	Pestinsect	
XenBra_11_OFSG01027522	XenBra_11	XenBra_11_OFSG01027522	EFV	5	11	1	Xenocatantops_brachycerus	OFSG01027522.1	2	712	711	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_6_OFSG01031643	XenBra_6	XenBra_6_OFSG01031643	EFV	5	6	1	Xenocatantops_brachycerus	OFSG01031643.1	24	1022	999	positive	FlaviPesti	Pesti-like	Pestinsect	
XenBra_2_OFSG01039133	XenBra_2	XenBra_2_OFSG01039133	EFV	5	2	1	Xenocatantops_brachycerus	OFSG01039133.1	492	6512	6021	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_10_OFSG01039134	XenBra_10	XenBra_10_OFSG01039134	EFV	5	10	1	Xenocatantops_brachycerus	OFSG01039134.1	8	673	666	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_13_OFSG01039141	XenBra_13	XenBra_13_OFSG01039141	EFV	5	13	1	Xenocatantops_brachycerus	OFSG01039141.1	6	227	222	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_5_OFSG01039142	XenBra_5	XenBra_5_OFSG01039142	EFV	5	5	1	Xenocatantops_brachycerus	OFSG01039142.1	13	1491	1479	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_12_OFSG01039197	XenBra_12	XenBra_12_OFSG01039197	EFV	5	12	1	Xenocatantops_brachycerus	OFSG01039197.1	910	1593	684	positive	FlaviPesti	Pesti-like	Pestinsect	
XenBra_7_OFSG01039583	XenBra_7	XenBra_7_OFSG01039583	EFV	5	7	1	Xenocatantops_brachycerus	OFSG01039583.1	24	1130	1107	negative	FlaviPesti	Pesti-like	Pestinsect	
XenBra_8_OFSG01040772	XenBra_8	XenBra_8_OFSG01040772	EFV	5	8	1	Xenocatantops_brachycerus	OFSG01040772.1	1	273	273	negative	FlaviPesti	Pesti-like	Pestinsect	
EFV-Hepaci.1.1.1-Elysia	Hepaci.1.1.1	EFV-Hepaci.1.1.1-Elysia	EFV	1	1	1	Elysia_chlorotica	RQTK01000193.1	67319	68359	1040	negative	PegiHepaci	Mollusc	Mollusc	
